zoneID,zoneArea,Paved DrivewayCount,percentPaved DrivewayArea,SidewalkCount,percentSidewalkArea,Paved ParkingCount,percentPaved ParkingArea,PatioCount,percentPatioArea,Uncovered DeckCount,percentUncovered DeckArea,In Ground PoolCount,percentIn Ground PoolArea,PavementCount,percentPavementArea,Open StorageCount,percentOpen StorageArea,Paved AlleyCount,percentPaved AlleyArea,CourtyardCount,percentCourtyardArea,Unpaved DrivewayCount,percentUnpaved DrivewayArea,Unpaved ParkingCount,percentUnpaved ParkingArea,Covered DeckCount,percentCovered DeckArea,Compacted SoilCount,percentCompacted SoilArea,StructureCount,percentStructureArea,Recreation Court/Ball FieldCount,percentRecreation Court/Ball FieldArea,Paved RoadCount,percentPaved RoadArea,Unpaved Athletic FieldCount,percentUnpaved Athletic FieldArea,Open SpaceCount,percentOpen SpaceArea,Paved DitchCount,percentPaved DitchArea,TankCount,percentTankArea,Above Ground PoolCount,percentAbove Ground PoolArea,Unpaved RoadCount,percentUnpaved RoadArea,BridgeCount,percentBridgeArea,TrailCount,percentTrailArea,MiscellaneousCount,percentMiscellaneousArea,Median > 10 FeetCount,percentMedian > 10 FeetArea,DockCount,percentDockArea,Gravel/SandpitCount,percentGravel/SandpitArea,Unpaved AlleyCount,percentUnpaved AlleyArea,DamCount,percentDamArea,Golf CourseCount,percentGolf CourseArea,zoneType
118735,108205.5317,0,0.0,6,0.05596706637337284,2,0.3364096825559982,0,0.0,7,0.004376922723350936,0,0.0,1,0.0014417541501716034,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,0.28183237279171375,0,0.0,1,27.802857032677935,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Residential
118737,21391.52213,0,0.0,6,0.0441053986736567,2,0.23952652059360488,1,0.009148998940357313,0,0.0,0,0.0,4,0.016462661424458437,0,0.0,0,0.0,0,0.0,0,0.0,1,0.14431211501638008,0,0.0,0,0.0,2,0.26548516059245003,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Residential
118738,80695.9125,0,0.0,5,0.026703920075505677,3,0.6375995157747303,1,0.03512226328687962,1,0.005737286036637854,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,0.22400122782179333,0,0.0,0,0.0,0,0.0,1,0.012047800738358339,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Residential
118739,301325.9281,0,0.0,17,0.10362499899058637,2,0.5554789536546357,13,0.01072397874074614,8,0.0045768093047814954,0,0.0,2,0.0007521561822744452,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,35,0.3533870647572062,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Residential
118740,191781.2217,0,0.0,18,0.08849282430087892,6,0.22262607040217852,2,0.016991233251696405,1,0.0012886534995933858,1,0.008061290283249875,1,0.0020335628454284686,0,0.0,0,0.0,7,0.018928110822489356,0,0.0,1,0.26289057944821714,0,0.0,0,0.0,11,0.4604034546568956,0,0.0,1,4.248386073869713,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Residential
118741,134120.0838,0,0.0,4,0.10259849666042335,3,0.3920664101165735,6,0.007452568792534561,8,0.008567582031662883,0,0.0,2,0.0016432440538036706,0,0.0,0,0.0,0,0.0,0,0.0,1,0.047411354174832394,0,0.0,0,0.0,9,0.20448611448369824,0,0.0,1,6.074859546874218,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Residential
118742,8090.588159999999,1,0.2137896535818726,1,0.04419817386922832,1,21.803152850138403,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.06461635937479236,0,0.0,0,0.0,0,0.0,1,0.2737045642674265,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Residential
118747,452885.8555,0,0.0,37,0.0404847114175108,6,0.7787752947386982,8,0.012321975803039844,46,0.0229697422580909,3,0.007263738306130428,4,0.0026246921262039723,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,61,0.4003632382173171,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Residential
118748,47697.1736,1,0.020799456500709718,3,0.06212402714361254,0,0.0,5,0.014075390378896581,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.022675395487165722,0,0.0,0,0.0,0,0.0,9,0.14252447640419513,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Residential
118749,17064.63722,3,0.1867545943411506,0,0.0,2,0.657528493066904,3,0.10600413600823094,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,0.566357685783841,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Residential
